INSERT INTO Product (userID, pTitle, pDesc, pPrice, pLocation, postStatus) VALUES
(14,'2022, Subaru, Minivan, 15129$!','Location: Dorval, color: green, milage: 38247, transmission: automatic, fuel: hybrid.','15129','Dorval','AVAILABLE'),
(18,'2013, BMW, Coupe, 11490$!','Location: Sainte-Anne-de-Bellevue, color: blue, milage: 248868, transmission: manual, fuel: diesel.','11490','Sainte-Anne-de-Bellevue','TRADED'),
(30,'2023, Audi, Minivan, 13784$!','Location: Montréal, color: red, milage: 41150, transmission: manual, fuel: hybrid.','13784','Montréal','AVAILABLE'),
(25,'2019, BMW, Hatchback, 19143$!','Location: Dorval, color: green, milage: 107958, transmission: manual, fuel: electric.','19143','Dorval','AVAILABLE'),
(14,'2017, Nissan, SUV, 20016$!','Location: Hampstead, color: black, milage: 136688, transmission: automatic, fuel: electric.','20016','Hampstead','AVAILABLE'),
(8,'2014, Fiat, Hatchback, 20750$!','Location: Dollard-Des-Ormeaux, color: grey, milage: 160941, transmission: manual, fuel: diesel.','20750','Dollard-Des-Ormeaux','AVAILABLE'),
(6,'2024, Suzuki, Minivan, 12143$!','Location: Senneville, color: black, milage: 19689, transmission: automatic, fuel: gasoline.','12143','Senneville','TRADED'),
(27,'2015, Mercedes, Hatchback, 18764$!','Location: Baie-Urfé, color: grey, milage: 120960, transmission: automatic, fuel: gasoline.','18764','Baie-Urfé','TRADED'),
(13,'2013, Volvo, Sedan, 13067$!','Location: Baie-Urfé, color: green, milage: 212148, transmission: manual, fuel: hybrid.','13067','Baie-Urfé','TRADED'),
(14,'2024, Suzuki, Sedan, 18666$!','Location: Montréal-Ouest, color: green, milage: 13973, transmission: automatic, fuel: diesel.','18666','Montréal-Ouest','AVAILABLE'),
(17,'2017, Suzuki, Sedan, 13276$!','Location: Sainte-Anne-de-Bellevue, color: blue, milage: 138448, transmission: automatic, fuel: diesel.','13276','Sainte-Anne-de-Bellevue','AVAILABLE'),
(13,'2013, Ford, Minivan, 20772$!','Location: Kirkland, color: white, milage: 229212, transmission: automatic, fuel: diesel.','20772','Kirkland','AVAILABLE'),
(25,'2018, Suzuki, Minivan, 13744$!','Location: Île-Dorval, color: black, milage: 100821, transmission: automatic, fuel: electric.','13744','Île-Dorval','AVAILABLE'),
(26,'2015, Mercedes, Hatchback, 16885$!','Location: Montréal-Ouest, color: grey, milage: 239690, transmission: manual, fuel: hybrid.','16885','Montréal-Ouest','TRADED'),
(16,'2012, Subaru, Coupe, 18988$!','Location: Westmount, color: black, milage: 189553, transmission: automatic, fuel: gasoline.','18988','Westmount','AVAILABLE'),
(15,'2024, Fiat, Hatchback, 17166$!','Location: Pointe-Claire, color: black, milage: 18909, transmission: automatic, fuel: hybrid.','17166','Pointe-Claire','TRADED'),
(27,'2021, Suzuki, Sedan, 19364$!','Location: Kirkland, color: white, milage: 52788, transmission: automatic, fuel: gasoline.','19364','Kirkland','TRADED'),
(15,'2021, Fiat, Hatchback, 15497$!','Location: Hampstead, color: white, milage: 58724, transmission: manual, fuel: gasoline.','15497','Hampstead','AVAILABLE'),
(10,'2024, Nissan, Sedan, 19746$!','Location: Kirkland, color: grey, milage: 14671, transmission: manual, fuel: diesel.','19746','Kirkland','TRADED'),
(15,'2024, Ford, Wagon, 19192$!','Location: Baie-Urfé, color: red, milage: 19893, transmission: automatic, fuel: gasoline.','19192','Baie-Urfé','AVAILABLE'),
(18,'2022, Volvo, Wagon, 12215$!','Location: Montréal-Ouest, color: blue, milage: 43146, transmission: manual, fuel: hybrid.','12215','Montréal-Ouest','TRADED'),
(28,'2023, Ford, Hatchback, 19642$!','Location: Hampstead, color: red, milage: 43712, transmission: manual, fuel: gasoline.','19642','Hampstead','AVAILABLE'),
(29,'2014, Fiat, Coupe, 18098$!','Location: Île-Dorval, color: white, milage: 185922, transmission: automatic, fuel: diesel.','18098','Île-Dorval','TRADED'),
(23,'2013, Mazda, Sedan, 17565$!','Location: Montréal, color: black, milage: 255180, transmission: manual, fuel: electric.','17565','Montréal','AVAILABLE'),
(8,'2022, Toyota, Wagon, 18602$!','Location: Kirkland, color: grey, milage: 46179, transmission: automatic, fuel: hybrid.','18602','Kirkland','AVAILABLE'),
(25,'2015, GM, Hatchback, 14273$!','Location: Hampstead, color: green, milage: 157180, transmission: automatic, fuel: electric.','14273','Hampstead','TRADED'),
(21,'2016, BMW, Minivan, 19748$!','Location: Île-Dorval, color: red, milage: 156879, transmission: automatic, fuel: electric.','19748','Île-Dorval','TRADED'),
(28,'2012, BMW, Wagon, 11473$!','Location: Senneville, color: white, milage: 162227, transmission: manual, fuel: diesel.','11473','Senneville','AVAILABLE'),
(13,'2022, Mazda, Minivan, 18679$!','Location: Île-Dorval, color: black, milage: 40524, transmission: automatic, fuel: electric.','18679','Île-Dorval','TRADED'),
(16,'2013, Volvo, Minivan, 15391$!','Location: Dorval, color: black, milage: 193056, transmission: automatic, fuel: electric.','15391','Dorval','TRADED'),
(15,'2021, Fiat, Hatchback, 18277$!','Location: Dollard-Des-Ormeaux, color: blue, milage: 56748, transmission: manual, fuel: gasoline.','18277','Dollard-Des-Ormeaux','AVAILABLE'),
(30,'2022, Ford, Wagon, 17266$!','Location: Hampstead, color: white, milage: 60375, transmission: automatic, fuel: gasoline.','17266','Hampstead','AVAILABLE'),
(17,'2012, Subaru, Minivan, 21164$!','Location: Westmount, color: blue, milage: 309426, transmission: manual, fuel: gasoline.','21164','Westmount','AVAILABLE'),
(16,'2014, Honda, Sedan, 14574$!','Location: Mont-Royal, color: grey, milage: 148126, transmission: manual, fuel: hybrid.','14574','Mont-Royal','TRADED'),
(12,'2024, Nissan, Coupe, 13192$!','Location: Sainte-Anne-de-Bellevue, color: grey, milage: 13617, transmission: manual, fuel: diesel.','13192','Sainte-Anne-de-Bellevue','AVAILABLE'),
(11,'2014, Suzuki, Sedan, 13563$!','Location: Kirkland, color: white, milage: 139029, transmission: automatic, fuel: gasoline.','13563','Kirkland','AVAILABLE'),
(9,'2018, Ford, Minivan, 11524$!','Location: Pointe-Claire, color: red, milage: 156947, transmission: manual, fuel: diesel.','11524','Pointe-Claire','TRADED'),
(22,'2013, Fiat, Minivan, 14453$!','Location: Mont-Royal, color: white, milage: 154212, transmission: manual, fuel: hybrid.','14453','Mont-Royal','TRADED'),
(24,'2020, Ford, Wagon, 21001$!','Location: Sainte-Anne-de-Bellevue, color: blue, milage: 92220, transmission: manual, fuel: diesel.','21001','Sainte-Anne-de-Bellevue','TRADED'),
(22,'2015, Audi, Minivan, 13556$!','Location: Kirkland, color: grey, milage: 123070, transmission: manual, fuel: electric.','13556','Kirkland','AVAILABLE'),
(11,'2013, Suzuki, Hatchback, 11352$!','Location: Dorval, color: grey, milage: 177012, transmission: automatic, fuel: hybrid.','11352','Dorval','AVAILABLE'),
(6,'2020, GM, SUV, 11517$!','Location: Dollard-Des-Ormeaux, color: blue, milage: 97180, transmission: automatic, fuel: diesel.','11517','Dollard-Des-Ormeaux','AVAILABLE'),
(24,'2017, Audi, Coupe, 20795$!','Location: Baie-Urfé, color: white, milage: 141880, transmission: automatic, fuel: diesel.','20795','Baie-Urfé','AVAILABLE'),
(11,'2021, BMW, Sedan, 17325$!','Location: Montréal-Est, color: blue, milage: 49688, transmission: manual, fuel: gasoline.','17325','Montréal-Est','AVAILABLE'),
(10,'2014, GM, Minivan, 12794$!','Location: Kirkland, color: black, milage: 184789, transmission: manual, fuel: electric.','12794','Kirkland','TRADED'),
(13,'2012, Volvo, Hatchback, 13197$!','Location: Dorval, color: white, milage: 165945, transmission: automatic, fuel: diesel.','13197','Dorval','AVAILABLE'),
(20,'2022, Suzuki, Wagon, 16536$!','Location: Westmount, color: grey, milage: 49428, transmission: automatic, fuel: electric.','16536','Westmount','AVAILABLE'),
(28,'2015, Fiat, Sedan, 11316$!','Location: Pointe-Claire, color: grey, milage: 224360, transmission: automatic, fuel: hybrid.','11316','Pointe-Claire','AVAILABLE'),
(14,'2015, BMW, Sedan, 19831$!','Location: Baie-Urfé, color: green, milage: 145540, transmission: manual, fuel: hybrid.','19831','Baie-Urfé','TRADED'),
(13,'2013, GM, Minivan, 18144$!','Location: Hampstead, color: blue, milage: 265896, transmission: manual, fuel: hybrid.','18144','Hampstead','TRADED'),
(12,'2013, Volvo, Hatchback, 15298$!','Location: Beaconsfield, color: white, milage: 205932, transmission: automatic, fuel: diesel.','15298','Beaconsfield','AVAILABLE'),
(7,'2020, Mercedes, SUV, 14666$!','Location: Montréal-Ouest, color: black, milage: 93605, transmission: automatic, fuel: gasoline.','14666','Montréal-Ouest','AVAILABLE'),
(17,'2021, Mazda, Sedan, 18196$!','Location: Montréal, color: red, milage: 90416, transmission: automatic, fuel: diesel.','18196','Montréal','TRADED'),
(16,'2018, Mercedes, Coupe, 11409$!','Location: Montréal, color: black, milage: 163919, transmission: manual, fuel: electric.','11409','Montréal','AVAILABLE'),
(10,'2020, BMW, Hatchback, 15490$!','Location: Montréal, color: black, milage: 64170, transmission: manual, fuel: hybrid.','15490','Montréal','TRADED'),
(15,'2021, Fiat, Hatchback, 20562$!','Location: Kirkland, color: red, milage: 82192, transmission: automatic, fuel: electric.','20562','Kirkland','AVAILABLE'),
(12,'2018, Toyota, Sedan, 15044$!','Location: Westmount, color: green, milage: 100037, transmission: automatic, fuel: hybrid.','15044','Westmount','TRADED'),
(16,'2015, Toyota, Wagon, 15963$!','Location: Montréal-Est, color: black, milage: 132650, transmission: manual, fuel: diesel.','15963','Montréal-Est','AVAILABLE'),
(10,'2018, Volvo, Sedan, 16785$!','Location: Sainte-Anne-de-Bellevue, color: blue, milage: 87913, transmission: automatic, fuel: gasoline.','16785','Sainte-Anne-de-Bellevue','AVAILABLE'),
(13,'2023, Mercedes, Wagon, 13816$!','Location: Dollard-Des-Ormeaux, color: green, milage: 32434, transmission: manual, fuel: electric.','13816','Dollard-Des-Ormeaux','TRADED'),
(30,'2019, BMW, Hatchback, 21242$!','Location: Dollard-Des-Ormeaux, color: red, milage: 131484, transmission: manual, fuel: hybrid.','21242','Dollard-Des-Ormeaux','TRADED'),
(11,'2018, Ford, Sedan, 13237$!','Location: Beaconsfield, color: blue, milage: 146412, transmission: manual, fuel: electric.','13237','Beaconsfield','AVAILABLE'),
(14,'2022, Suzuki, Sedan, 12606$!','Location: Baie-Urfé, color: grey, milage: 71478, transmission: automatic, fuel: gasoline.','12606','Baie-Urfé','TRADED'),
(7,'2015, Mazda, Wagon, 18233$!','Location: Montréal-Ouest, color: green, milage: 232480, transmission: automatic, fuel: electric.','18233','Montréal-Ouest','AVAILABLE'),
(18,'2016, Suzuki, SUV, 16706$!','Location: Kirkland, color: white, milage: 169191, transmission: automatic, fuel: diesel.','16706','Kirkland','AVAILABLE'),
(26,'2018, Nissan, Minivan, 18240$!','Location: Dorval, color: grey, milage: 133252, transmission: manual, fuel: electric.','18240','Dorval','TRADED'),
(29,'2012, Mazda, Hatchback, 16713$!','Location: Montréal-Est, color: grey, milage: 284999, transmission: manual, fuel: diesel.','16713','Montréal-Est','TRADED'),
(16,'2019, GM, Sedan, 14587$!','Location: Montréal, color: grey, milage: 102516, transmission: automatic, fuel: hybrid.','14587','Montréal','TRADED'),
(10,'2017, Mercedes, Coupe, 15478$!','Location: Dorval, color: red, milage: 122608, transmission: automatic, fuel: gasoline.','15478','Dorval','TRADED'),
(25,'2015, Ford, Minivan, 14333$!','Location: Montréal, color: blue, milage: 144760, transmission: manual, fuel: electric.','14333','Montréal','AVAILABLE'),
(26,'2017, Toyota, Sedan, 18831$!','Location: Mont-Royal, color: red, milage: 191096, transmission: automatic, fuel: diesel.','18831','Mont-Royal','AVAILABLE'),
(22,'2023, Subaru, Wagon, 17588$!','Location: Beaconsfield, color: grey, milage: 40224, transmission: automatic, fuel: hybrid.','17588','Beaconsfield','AVAILABLE'),
(26,'2013, Fiat, Minivan, 11354$!','Location: Kirkland, color: black, milage: 179796, transmission: manual, fuel: electric.','11354','Kirkland','AVAILABLE'),
(8,'2012, Volvo, Sedan, 15767$!','Location: Senneville, color: grey, milage: 227695, transmission: manual, fuel: diesel.','15767','Senneville','AVAILABLE'),
(8,'2017, Mercedes, Sedan, 17689$!','Location: Westmount, color: red, milage: 126776, transmission: automatic, fuel: gasoline.','17689','Westmount','AVAILABLE'),
(30,'2023, Ford, Coupe, 20735$!','Location: Île-Dorval, color: grey, milage: 45294, transmission: automatic, fuel: gasoline.','20735','Île-Dorval','TRADED'),
(18,'2020, Toyota, Minivan, 17748$!','Location: Hampstead, color: green, milage: 73040, transmission: automatic, fuel: gasoline.','17748','Hampstead','TRADED'),
(25,'2024, Ford, Wagon, 12521$!','Location: Hampstead, color: white, milage: 12470, transmission: automatic, fuel: electric.','12521','Hampstead','AVAILABLE'),
(30,'2013, Audi, Minivan, 11428$!','Location: Baie-Urfé, color: grey, milage: 272376, transmission: manual, fuel: diesel.','11428','Baie-Urfé','AVAILABLE'),
(16,'2014, Mazda, Hatchback, 14935$!','Location: Beaconsfield, color: black, milage: 251834, transmission: automatic, fuel: diesel.','14935','Beaconsfield','AVAILABLE'),
(21,'2020, Ford, SUV, 19868$!','Location: Dollard-Des-Ormeaux, color: black, milage: 67010, transmission: automatic, fuel: diesel.','19868','Dollard-Des-Ormeaux','TRADED'),
(13,'2018, Honda, Minivan, 18659$!','Location: Côte-Saint-Luc, color: white, milage: 112644, transmission: manual, fuel: gasoline.','18659','Côte-Saint-Luc','TRADED'),
(30,'2022, Nissan, Wagon, 14103$!','Location: Dorval, color: red, milage: 48120, transmission: manual, fuel: hybrid.','14103','Dorval','AVAILABLE'),
(9,'2024, Toyota, Sedan, 20764$!','Location: Montréal-Est, color: blue, milage: 18293, transmission: automatic, fuel: diesel.','20764','Montréal-Est','AVAILABLE'),
(23,'2012, Toyota, Sedan, 15199$!','Location: Beaconsfield, color: red, milage: 166231, transmission: manual, fuel: gasoline.','15199','Beaconsfield','AVAILABLE'),
(19,'2012, Toyota, Wagon, 17609$!','Location: Mont-Royal, color: grey, milage: 231309, transmission: manual, fuel: diesel.','17609','Mont-Royal','TRADED'),
(5,'2017, Subaru, SUV, 20166$!','Location: Westmount, color: green, milage: 158832, transmission: automatic, fuel: diesel.','20166','Westmount','AVAILABLE'),
(19,'2015, Volvo, Minivan, 20503$!','Location: Hampstead, color: red, milage: 158480, transmission: automatic, fuel: electric.','20503','Hampstead','TRADED'),
(30,'2015, Honda, Coupe, 21191$!','Location: Pointe-Claire, color: white, milage: 129370, transmission: automatic, fuel: diesel.','21191','Pointe-Claire','AVAILABLE'),
(6,'2019, Audi, Wagon, 13050$!','Location: Île-Dorval, color: black, milage: 110178, transmission: manual, fuel: gasoline.','13050','Île-Dorval','AVAILABLE'),
(29,'2012, Subaru, Wagon, 20337$!','Location: Dorval, color: grey, milage: 179400, transmission: automatic, fuel: electric.','20337','Dorval','AVAILABLE'),
(17,'2014, Honda, Coupe, 21080$!','Location: Beaconsfield, color: blue, milage: 181049, transmission: manual, fuel: diesel.','21080','Beaconsfield','TRADED'),
(11,'2012, Audi, Coupe, 15593$!','Location: Dollard-Des-Ormeaux, color: black, milage: 199849, transmission: manual, fuel: electric.','15593','Dollard-Des-Ormeaux','AVAILABLE'),
(6,'2012, Toyota, Sedan, 20131$!','Location: Dollard-Des-Ormeaux, color: red, milage: 239928, transmission: automatic, fuel: gasoline.','20131','Dollard-Des-Ormeaux','TRADED'),
(17,'2021, Nissan, Coupe, 20553$!','Location: Montréal, color: green, milage: 84020, transmission: automatic, fuel: hybrid.','20553','Montréal','AVAILABLE'),
(6,'2022, Suzuki, Hatchback, 20818$!','Location: Île-Dorval, color: blue, milage: 55386, transmission: automatic, fuel: gasoline.','20818','Île-Dorval','TRADED'),
(28,'2022, Toyota, Sedan, 11466$!','Location: Hampstead, color: white, milage: 70380, transmission: automatic, fuel: gasoline.','11466','Hampstead','TRADED'),
(8,'2013, GM, Hatchback, 11928$!','Location: Baie-Urfé, color: green, milage: 216096, transmission: automatic, fuel: electric.','11928','Baie-Urfé','AVAILABLE'),
(29,'2020, Fiat, Hatchback, 16688$!','Location: Senneville, color: blue, milage: 92280, transmission: automatic, fuel: gasoline.','16688','Senneville','AVAILABLE'),
(23,'2024, Audi, Minivan, 12095$!','Location: Hampstead, color: black, milage: 20897, transmission: automatic, fuel: electric.','12095','Hampstead','TRADED'),
(27,'2023, BMW, Hatchback, 18247$!','Location: Baie-Urfé, color: green, milage: 37072, transmission: manual, fuel: hybrid.','18247','Baie-Urfé','AVAILABLE');
